compound_id,base_rdkit_smiles,relation,activity_value
CHEMBL4584942,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)N3CCn4cnnc4C3)cc1)C2=O,,7.019996628416253
gvk_15341829,CC(C)(C)c1ccc(OC(=O)c2cc(O)c(O)c(O)c2)c(O)c1,>,4.698970004336019
CHEMBL133694,NC(=O)c1cccc2[nH]cnc12,,6.372363747448347
Otava_1084143,NC(=O)C1CCN(Cc2cc(=O)oc3ccc(O)cc23)CC1,<,3.4001169279263124
gvk_15327290,CCc1cc(-c2ccc(S(=O)(=O)N3CCC(C(=O)c4ccccc4)CC3)s2)c(C)[nH]c1=O,,6.0
gvk_123562728,C[C@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC(F)(F)F,,7.655607726314889
gvk_121338359,CC(C)(Nc1ccc(F)cc1)C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,,8.175223537524454
gvk_15347396,O=C(O)c1cccc(-c2nc3cccc4c3n2CCNC4=O)c1,,6.809668301829708
CHEMBL339059,NC(=O)c1ccc(Br)cc1,,2.6575773191777934
gvk_123764430,COC(=O)Nc1nc2cc(-c3cc(Cc4n[nH]c(=O)c5ccccc45)c(OC)cc3F)ccc2[nH]1,,9.42021640338319
gvk_15347324,O=C1NN=C(c2ccccc2)c2c[nH]c3cccc1c23,,7.67778070526608
gvk_15341574,CCOC(=O)N1CCN(c2nnc(Cl)c3ccccc23)CC1,,5.750500000000001
CHEMBL4438741,Nc1ncc(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)c2cc(Cc4n[nH]c(=O)c5ccccc45)ccc2F)C3)cn1,,8.508017804470494
gvk_15327458,CCc1cc(-c2cccc(CN3CCC(N4CCCC4)CC3)n2)c(C)[nH]c1=O,,5.373659632624958
gvk_15323555,O=C1CCn2c(-c3ccc(-c4ccoc4)cc3)nc3cccc1c32,>,5.0
gvk_122373481,O=C(O)CNC(=O)CN1CC(=O)N(c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)C1=O,>,8.0
gvk_123465482,O=c1[nH]c(C2=C[C@H](N3CCN(c4ccccc4)CC3)CC2)cc2ncccc12,,9.30102999566398
gvk_15343105,O=C1CC=Cc2ncc3ccccc3c21,,6.522878745280337
Otava_252911,CN(Cc1ccccc1)c1nc2c(c(=O)[nH]c(=O)n2C)n1C,<,3.4001169279263124
gvk_15347374,O=C1NCCn2c(-c3cccnc3)nc3cccc1c32,,6.774690718274137
gvk_121345477,CN1CCCC(CNC(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc3c2OCC3)C1,,7.070581074285707
CHEMBL3955636,CN1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,,7.795880017344075
CHEMBL4458889,CNCc1ccc(-c2nc3cncc4c3n2CCNC4=O)cc1,,7.886056647693163
gvk_15347371,Cn1cc(-c2nc3cccc4c3n2CCNC4=O)c2ccccc21,,6.571865205971212
gvk_123569655,CC1CN(C(=O)c2cc(Cc3ccc(=O)[nH]n3)ccc2F)Cc2nnc(-c3ccccn3)n21,>,7.0
CHEMBL3649801,CN(C)Cc1cc(O)c2c3c(c(=O)[nH]c2c1)CCCN3,,6.1249387366083
gvk_121100809,CNC(=O)c1ccc(N2CCN(Cc3cnc4c(c3)NC(=O)[C@@H]3CCCN43)CC2)cc1,,7.4
gvk_122700536,N#Cc1ncc(N2CCN(c3nc4c(C(N)=O)cc(F)cc4[nH]3)CC2)cn1,,8.221848749616356
gvk_15065391,COc1cccc(C(N)=O)c1OCc1ccc(F)c(C(=O)N2CCN(C(=O)Nc3ccccc3F)CC2)c1,,5.0
CHEMBL110115,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(OC(F)F)cc1,,7.522878745280337
gvk_15065940,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC(OCC2CC2)CC1,,8.397940008672037
gvk_123459278,Nc1cc(F)cc2c(=O)[nH]c(CCCN3CCN(c4ccc(Cl)cn4)CC3)cc12,,10.0
CHEMBL3764640,CN(C)Cc1ccc(C2c3n[nH]c(=O)c4cccc(c34)NC2c2ccccc2)cc1,,8.232844133917819
gvk_15323184,CCOC(=O)C1CCN(CC(=O)N2CCc3[nH]c(=O)c4ccccc4c3C2)CC1,,6.872895201635192
Otava_1084342,CN1CCN(Cc2c(O)ccc3c(=O)c(-c4ccc5c(c4)OCCO5)coc23)CC1,<,3.4001169279263124
gvk_14621933,O=C1NC(=O)c2c1c1c(c3[nH]c4ccc(CN(Cc5ccccc5)Cc5ccccc5)cc4c23)CCC1,,6.53313237964589
CHEMBL604291,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)cn23)ccc1F)N1CCCNCC1,,9.0
CHEMBL4169012,N#Cc1ccccc1N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1,,10.69897000433602
gvk_15064877,Cc1cc(-c2onc(C)c2C(=O)Nc2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)no1,>,6.0
gvk_122529401,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1Cc2cocc2C1,,7.928854709548917
gvk_15325433,N[C@H]1CCN2c3c(cccc31)C(=O)N[C@@H]2c1ccc(OCCO)cc1,,8.221848749616356
gvk_15065269,CN1CCCN(C(=O)c2ccc(Cc3n[nH]c(=O)c4ccccc34)o2)CC1,>,6.0
gvk_125378903,O=C(c1cccs1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,,7.801342913045577
gvk_15343123,Cc1cc(O)c2ccccc2n1,,4.130768280269024
gvk_121295685,O=c1[nH]c(-c2ccccc2)c(OCCCN2CCCCC2)c2ccc(F)cc12,,6.522878745280337
CHEMBL107709,Oc1nc2ccc(NCCN3CCOCC3)nc2c2ccccc12,,6.4698003017969175
gvk_15065336,NC(=O)c1ccccc1OCc1cccc(C(=O)N2CCN(C(=O)Nc3ccccc3F)CC2)c1,>,6.301029995663981
gvk_124407737,NC(=O)c1cccc2[nH]c(C3CCN(CCCNc4ccccc4)C3)nc12,,8.148741651280925
CHEMBL4449082,C[C@H]1CN(c2cc(F)c3c(c2)N(C)C(=O)C32CCN(c3nc4c(c(=O)[nH]3)CCCN4C)CC2)C[C@@H](C)O1,,4.740238933201336
gvk_15341749,NCCN1CCN(S(=O)(=O)c2ccc3[nH]c(=O)c4ccccc4c3c2)CC1,,7.00436480540245
gvk_15327293,CCc1cc(-c2ccc(S(N)(=O)=O)s2)c(C)[nH]c1=O,,6.6777807052660805
gvk_15065873,CN(C)C1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4c3CCCC4)c2)CC1,,8.136677139879545
gvk_15339115,CCc1cc2ccc(C(C)(C#N)CCOc3ccc(Cl)cc3)cc2[nH]c1=O,,6.4
CHEMBL4088384,O=C(NCCN1CCC(Cc2ccccc2)CC1)c1cc2[nH]c(=O)c3ccccc3c2s1,,6.651695136951839
gvk_121814058,CCc1cc2ccc(CNCc3ccncc3)cc2[nH]c1=O,,6.905
gvk_122338231,Cn1ncc2c(=O)[nH]c3c(c21)COC(C(C)(C)C)C3,,5.678815972697686
gvk_15341881,CC(C)(C)c1ccc(OC(=S)OCc2ccccc2)c(O)c1,>,4.698970004336019
CHEMBL4075511,O=C(Cc1ccc(CN2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1)NO,,7.689731633367552
gvk_122700500,NC(=O)c1cccc2[nH]c(N3CCN(c4ncc(F)cn4)CC3)nc12,,7.309803919971486
gvk_20162853,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCCN(CC2CCCCC2)CC1,>,7.698970004336019
gvk_121938684,CC(C)(C)c1ccc(-c2cn3cccc3c(=O)[nH]2)cc1,,5.522878745280337
gvk_125762156,CNC(=O)c1ccc(N2CCN(Cc3ccc4nc([C@H](C)F)c(=O)[nH]c4c3F)CC2)c(C)n1,,7.886056647693163
gvk_15065877,O=C(c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)N1CCN(c2ccccn2)CC1,,8.522878745280337
gvk_15339358,CCc1cc2ccc([C@@](C)(C#N)[C@H]3CCOc4ccccc43)cc2[nH]c1=O,,7.2
gvk_15065170,CC(C)(C)NC(=O)N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,>,7.698970004336019
CHEMBL4069447,Cc1cccc2c(=O)[nH]c(CCC(=O)Nc3ccc(C(=O)Nc4cccc5cccnc45)cc3)nc12,,5.187086643357144
gvk_123425934,CCNC(=O)c1cc(F)c(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCN5)CC2)c(F)c1,,7.924088238517222
gvk_15339296,CCc1cc2ccc(C(C)(C#N)Cc3cc(OC)cc(OC)c3)cc2[nH]c1=O,,7.1
gvk_15065187,CCCNC(=O)N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,>,7.698970004336019
Otava_1084176,C=CCNc1nc2c(c(=O)[nH]c(=O)n2C)n1CCc1ccccc1,<,3.4001169279263124
gvk_15339179,CCc1cc2ccc(C(C)(C#N)Cc3ccc(Cl)nc3Cl)cc2[nH]c1=O,,7.7
gvk_15341413,CN(C)c1ccc(/N=N/c2ccc(S(=O)(=O)NCc3ccc4c(c3)-c3n[nH]c(=O)c5cccc(c35)O4)cc2)cc1,,5.886056647693163
gvk_121514645,CP1(=O)CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,>,7.0
gvk_15065245,O=C(Nc1cccc(F)c1)N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)n2)CC1,>,7.0
gvk_15341706,O=C(CCl)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,,7.096910013008056
CHEMBL3644613,CC(C)(C)OC(=O)NCC1=Nc2cccc3c(=O)[nH]nc(c23)N1,,7.327902142064282
gvk_15343365,CN1CCN(S(=O)(=O)c2ccc3c(c2)C2CNC(=O)c4cccc(c42)O3)CC1,,6.632644078973981
gvk_20193713,CC(Oc1ccccc1C(N)=O)c1cccc(C(=O)N2CC=C(c3ccccc3)CC2)c1,>,6.0
Otava_1084006,COc1cc(NC(=O)NC2(C(F)(F)F)Oc3ccccc3O2)ncn1,<,3.4001169279263124
gvk_15065241,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)n1)N1CCN(C(=O)C2CCCC2)CC1,>,7.0
CHEMBL363307,Cc1nc(O)c2c(Cl)cccc2n1,,5.923251833532874
gvk_125199472,CCc1nc2ccc(CN3CCN(c4ccc(C(=O)NC)nc4C(F)F)CC3)cc2[nH]c1=O,,8.301029995663981
gvk_15339078,CCc1cc2ccc(C(C)(C#N)Cc3cccc(C(F)(F)F)c3)cc2[nH]c1=O,,6.1
CHEMBL400581,O=c1[nH]c(N2CC(N3CC=C(c4ccccc4)CC3)C2)nc2ccccc12,,6.297569463554474
gvk_121126371,O=c1[nH]c2sc(CN3CCOCC3)cc2c2c(O)cccc12,,8.2518119729938
Otava_1084040,COc1ccc(/C=c2/sc3nc(=O)cnn3c2=O)cc1OC,<,3.4001169279263124
gvk_123764375,CCOC(=O)Nc1nc2cc(-c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3C)ccc2[nH]1,,9.619788758288394
gvk_121814041,Cc1cc2ccc(C(C)N3CCCCC3)cc2[nH]c1=O,,7.303
gvk_121423902,Cc1cccc2c(=O)[nH]c(CCN3CCC(O)C3)cc12,,7.301029995663981
gvk_15325500,COc1ccc(C[C@@H]2NC(=O)c3cccc4c3N2CC[C@H]4N)cc1,,6.0
gvk_122340073,Cn1ccc2c(=O)[nH]c(N3CCN(S(C)(=O)=O)CC3)nc21,,6.218963061378868
gvk_15343363,O=c1[nH]nc2c3c(cccc13)Oc1ccc(CN3CCN(c4ccccn4)CC3)cc1-2,,7.113509274827518
Otava_180467,O=C1c2[nH]nc(-c3ccccc3O)c2C(c2cccc(Oc3ccccc3)c2)N1CCCO,<,3.4001169279263124
gvk_125376981,NC(=O)c1cc(F)cc2cc(-c3ccc(CN4CCCCC4)cc3)oc12,,8.697347476929444
gvk_125500386,CC12CCNC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,,5.015472686656207
gvk_14622044,O=C1NC(=O)c2c1c1c(c3[nH]cc(Br)c23)CCC1,,8.301029995663981
gvk_15064818,O=C(Nc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1)c1ccccc1,,5.795880017344075
gvk_20193721,CC1CCCN(C(=O)c2cccc(C(C)Oc3ccccc3C(N)=O)c2)C1,>,6.0
gvk_125398565,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1-c1c(OC)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,,6.399027104313252
Otava_253452,COc1ccccc1N1CCN(S(=O)(=O)c2ccc3[nH]c(O)nc3c2)CC1,<,3.4001169279263124
Otava_1084150,Cc1c(C(=O)NCc2ccco2)c(O)nc2ccccc12,,4.516
gvk_15326868,O=Cc1c(N2CCNCC2)n(-c2cccc(CO)c2)c2ccccc12,,5.853871964321762
gvk_15325423,COc1ccc([C@H]2NC(=O)c3ccc(Cl)c4c3N2CC[C@H]4N)cc1,,6.0
gvk_122317260,O=C(CCCc1nc2ccccc2c(=O)[nH]1)N[C@H]1CC[C@H](Oc2ccccn2)CC1,,5.235077015350112
CHEMBL3917574,CN(C)CCn1c2c3c4c(cc(F)cc41)C(=O)NN=C3CN(C(=O)C1CC1)C2,,7.744727494896693
gvk_123459297,CCN(CC)c1cc(F)cc2c(=O)[nH]c(CCCN3CCN(c4ccc(C#N)cc4)CC3)cc12,,7.300162274132754
gvk_15065076,O=C(NCc1ccc(C(F)(F)F)cc1)C1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,>,7.698970004336019
gvk_123339718,CCOC(=O)Nc1nc2cc(-c3n[nH]c(=O)c4ccccc34)ccc2[nH]1,,5.000869458712629
gvk_123929571,Cn1ccc2c(=O)[nH]c(CCC(=O)N3CC=C(c4ccc(F)cc4)CC3)nc21,,6.723538195826755
gvk_121814066,CCc1cc2ccc(C(O)CN3CCOCC3)cc2[nH]c1=O,,6.697
gvk_122373504,CC1C(=O)N(c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)C(=O)N1CC(=O)N(C)C,>,7.0
gvk_15065142,Cc1ccccc1CCC(=O)N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,>,7.698970004336019
gvk_15347339,O=C1NN=C(CN2CCN(Cc3ccccc3)CC2)c2c[nH]c3cccc1c23,,6.85078088734462
gvk_121095324,CCc1cc2cc(C(O)C3CCN(Cc4ccccc4)CC3)ccc2[nH]c1=O,,5.657
gvk_15351094,C[C@]1(C(=O)N2CCN(C(=O)c3cc(Cn4ncc(=O)c5ccccc54)ccc3F)CC2)CCN1,>,5.301029995663981
CHEMBL309636,O=C(CCN1CCCCC1)N1CCc2c(nc(O)c3ccccc23)C1,,6.619788758288394
CHEMBL3944401,O=C(CN1CCC(C(=O)c2ccc(OCCC3CC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,,5.756961951313706
CHEMBL557913,CN(C)CCN(C)C(=O)c1ccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)cc1,,5.886056647693163
gvk_123638467,N#Cc1c[nH]c2c1c(=O)[nH]c(=O)n2Cc1ccc(F)c(CN2CCN(c3ccccn3)CC2)c1,>,7.698970004336019
CHEMBL127101,COc1ccc(-c2nc(O)c3cccc(C)c3n2)cc1,,6.050122295963125
Otava_1084069,O=C1C(Cl)=C(Nc2cc(Cl)ccc2O)C(=O)N1Cc1ccc(Cl)cc1,<,3.4001169279263124
gvk_121258772,CCOC(=O)c1ccc(N2CCC(Oc3ccc4c(c3)NC(=O)C(C)O4)CC2)cc1,<,6.7
gvk_125400035,Cc1nc2sc3c(c2c(=O)n1NC(=S)Nc1ccccc1)CCCCC3,,4.03510424789967
gvk_15323531,CCOC(=O)C1CC1c1nc2cccc3c2n1CCC3=O,>,5.0
gvk_121178803,NC(=O)c1cccc2cc(-c3ccc(CN4CCOCC4)cc3)oc12,,6.508638306165727
gvk_121258758,CNC(=O)c1ccc(N2CCN(Cc3cc(C)c4c(c3)NC(=O)C(C)O4)CC2)c(F)c1,,7.3
gvk_15323532,O=C1CCn2c(-c3ccc4ccccc4c3)nc3cccc1c32,>,5.0
gvk_15347394,O=C1NCCn2c(-c3ccc(Br)s3)nc3cccc1c32,,7.026872146400301
gvk_124150022,NC(=O)c1cc(F)cc2cn(-c3ccc(C4CCCNC4)cc3F)nc12,>,7.0
CHEMBL4073559,CCN1CCC(NC(=O)c2nc3c(C(N)=O)cccc3[nH]2)CC1,,7.397940008672037
CHEMBL3925030,O=C(CN1CCC(C(=O)c2ccc(Cl)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,,5.040958607678906
gvk_123791772,COc1cccc2c1OC(CCCN1CC=C(c3ccc(F)cc3)CC1)NC2=O,,8.347753658996677
CHEMBL1813881,O=C(Nc1ccc(Oc2ccc3ccccc3c2)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,,3.920818753952375
gvk_122858881,NC(=O)c1cccc2cn(-c3ccc4c(c3)OCCOCCO4)nc12,,7.218029326087448
gvk_122347065,Cc1ccccc1N1CCN([C@H]2C=C(c3nc4c(c(=O)[nH]3)CC3(CC4)CC3)CC2)CC1,,9.0
gvk_20162901,CC(C)(C)OC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,>,7.0
gvk_15327356,CCc1cc(-c2ccc(CN(C)Cc3ccccc3)o2)c(C)[nH]c1=O,,5.675717544702307
CHEMBL1097627,NC(=O)c1cccc2cn(-c3ccc(CN4CCCCC4)cc3)nc12,,8.721164266031447
CHEMBL4163384,N#Cc1cccc(N2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)cc(F)c3F)CC2)n1,,8.292429823902063
gvk_15323215,O=C(CCCNC[C@H]1CCCO1)N1CCc2[nH]c(=O)c3ccccc3c2C1,,6.777283528852417
gvk_121336913,CC(C)(Sc1ccccc1Br)C(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,,8.065501548756432
gvk_15064841,O=c1[nH]nc(Cc2ccccn2)c2ccccc12,,6.154901959985743
gvk_15327405,CCc1cc(-c2cncc(C(=O)NCCc3cccc(OC)c3)c2)c(C)[nH]c1=O,,5.411168274405792
gvk_15065123,O=C(Cc1cc(F)cc(F)c1)N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,>,8.0
CHEMBL550041,O=C(c1cccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)c1)N1CCN2CCC[C@H]2C1,,6.301029995663981
gvk_121168607,O=c1[nH]c(=O)n(CCCN2CCC(n3c(=O)[nH]c4cc(Cl)ccc43)CC2)c2ccccc12,,5.792
gvk_14622039,O=C1c2c3c(c4[nH]c5ccccc5c4c2C(=O)N1CO)CCC3,,6.860120913598763
gvk_15339187,CCc1cc2ccc(C(C)(C#N)Cc3cccc(N(C)CCc4ccccc4)n3)cc2[nH]c1=O,,6.4
CHEMBL3954603,CN(C)CCn1c2c3c4c(cccc41)C(=O)NN=C3CCC2,,7.823908740944319
gvk_15347447,O=c1[nH]c2ccc(Cl)nc2c2ccccc12,,5.6777807052660805
CHEMBL3649809,COc1cc(CN2CCC(N3CCOCC3)CC2)cc2[nH]c(=O)c3c(c12)NCCC3,,6.853871964321762
gvk_20162677,COc1ccccc1NC(=S)N1CCCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,>,8.0
gvk_124187375,CC(C)CC1NCCc2sc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc21,>,6.301029995663981
gvk_15065243,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)n1)N1CCN(C(=O)C2CC2)CC1,>,7.0
CHEMBL3644591,CN1CCCN(CC2=Nc3cccc4c(=O)[nH]nc(c34)N2)CC1,,7.376750709602099
gvk_123929497,O=C(CCc1nc2ccccc2c(=O)[nH]1)N1CCN(c2ccccc2)CC1,,6.795880017344075
CHEMBL1949842,Cc1cccc2nc[nH]c(=O)c12,,4.6020599913279625
gvk_15325368,CN(C)CCCOc1ccc(C2NC(=O)c3cccc4c3N2CCC4=O)cc1,,6.0
gvk_125440801,CC1(O)C(=O)N(c2cc(Cc3n[nH]c(=O)c4cc(F)ccc34)ccn2)c2ccccc21,>,8.0
CHEMBL47840,Nc1ccc2c(c1)nc(O)c1cc(N)ccc12,,5.486782399932061
gvk_15327322,CCc1cc(-c2ccc(CNc3cc(F)cc(F)c3)s2)c(C)[nH]c1=O,,5.3979400086720375
gvk_15354226,COc1cc(C(=O)Oc2ccc(C(C)(C)C)cc2O)cc(OC)c1OC,>,4.0
gvk_122493017,CC(C)(O)c1ccc(-c2nc3c(F)cc(F)c(F)c3c(=O)[nH]2)cc1,,6.522878745280337
gvk_123386748,O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1ccc(C(=O)Nc2cccc3cccnc23)cc1,,5.08460016478773
gvk_123562747,CC[C@@H]1CN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CCN1CC,,9.292429823902063
gvk_122347088,Cc1cnc(N2CCN([C@H]3C=C(c4nc5c(c(=O)[nH]4)CC4(CC5)CC4)CC3)CC2)s1,,9.0
gvk_14621869,O=C1NC(=O)c2c1c1c(c3[nH]c4ccc(Br)cc4c23)CCC1,,7.602059991327962
gvk_122859392,N#Cc1cccc2c(=O)[nH]c(-c3ccc(N4CCNCC4)cc3)cc12,>,7.301029995663981
gvk_1202935,O=Cc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1,,7.397940008672037
CHEMBL3290489,NC(=O)c1cccc2c1O/C(=C\c1ccc(OCCN3CCN(c4ccc(F)cc4)CC3)cc1)C2=O,,6.351639989019068
gvk_122743996,O=C(Nc1cccc(Cn2c(=O)[nH]c(=O)c3ccccc32)c1)C1CCNCC1,,6.320572103387882
gvk_122759772,COc1ccc2c(c1OC)C(=O)N1CCc3cc4c(cc3C21)OCO4,,6.729321163855293
CHEMBL3649769,O=c1[nH]c2cc(Cn3cccc3)ccc2c2c1CCCN2,,5.8124792791635365
CHEMBL1949854,O=c1[nH]cnc2c(F)cccc12,,4.7265357273786535
gvk_122700533,NC(=O)c1cc(F)cc2[nH]c(N3CCN(c4cnc(C(F)(F)F)cn4)CC3)nc12,,8.045757490560675
gvk_20193727,CC(Oc1ccccc1C(N)=O)c1cccc(C(=O)N2CCCC2)c1,>,6.0
gvk_122347116,Cc1cc(N2CCN([C@H]3C=C(c4nc5c(c(=O)[nH]4)CC4(CC5)CC4)CC3)CC2)ncc1Cl,,9.0
gvk_15339159,Cc1cc2ccc(C(C)(C#N)Cc3cccc(Oc4ccc(F)cc4)c3)cc2[nH]c1=O,,6.4
gvk_15353612,NC(=O)c1cccc2[nH]c(C3CCN(CCCc4cccs4)CC3)nc12,,7.301029995663981
CHEMBL84371,O=C(CCN1CCC(N2CCCC2)CC1)N1CCc2nc(O)c3cc(F)ccc3c2C1,,7.494850021680094
CHEMBL4592442,NC(=O)c1cccc2c1O/C(=C\c1ccc(C(=O)O)cc1)C2=O,,7.169989064063882
gvk_125500383,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@H](OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)CC[C@]34C)[C@H]1CCC(=O)N2,,5.769551078621726
CHEMBL3978133,O=c1[nH]nc2c3c(cccc13)NC1=C2CCC1,,8.221848749616356
gvk_121295694,NCCOc1c(-c2cccc(Cl)c2)[nH]c(=O)c2cc(F)ccc12,,7.096910013008056
gvk_125376008,CCN1CCC(CC)(c2cnn3c2[nH]c2cc(F)cc(C(N)=O)c23)CC1,<,9.0
CHEMBL3764464,O=c1[nH]nc2c3c(cccc13)NC(c1ccc(F)cc1)C2c1nccs1,,8.133712660915805
gvk_15347351,O=C1NC=Cc2c[nH]c3cccc1c23,,6.79317412396815
gvk_15341754,O=C(CN1CCOCC1)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,,4.698970004336019
gvk_15065909,Cc1cccnc1N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4c3CCCC4)ccc2F)CC1,,8.522878745280337
gvk_15339167,CCc1cc2ccc([C@](C)(C#N)[C@H](C)c3ccccc3)cc2[nH]c1=O,,6.6
gvk_125199483,CCc1nc2cc(F)c(CN3CCN(c4ccc(C(=O)NC)nc4F)CC3)cc2[nH]c1=O,,8.397940008672037
gvk_122467170,Cc1ccc(-c2cc3cc(F)ccc3c(=O)[nH]2)cc1,,5.522878745280337
CHEMBL3947382,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccc1,,6.522878745280337
gvk_3105145,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cnccn2)cc1,,7.698970004336019
gvk_123425844,CCOc1cc(CN2CCN(c3ccc(C#N)cc3F)CC2)cc2[nH]c(=O)c3c(c12)NCCC3,,7.474566446571179
gvk_15065312,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccn1)N1CCNCC1,>,7.0
gvk_122317258,Cn1c(=O)n(C2CCN(C(=O)CCCc3nc4ccccc4c(=O)[nH]3)CC2)c2ccccc21,,5.494850021680094
CHEMBL4291982,CN1CCc2sc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)cc2C1,,7.237171861075295
gvk_13151344,O=C1NCCc2c1ccc1[nH]cc(CCNC3CCCCC3)c21,,7.070581074285707
gvk_122772614,COc1ccc(N(C)C(=O)N2CCC(C(=O)c3ccc(OC)c(F)c3)CC2)cc1,,5.522878745280337
CHEMBL3763641,Cc1cccc2c(=O)[nH]c(-c3ccc(CN(C)C)cc3)cc12,,6.573488738635424
CHEMBL4088354,NC(=O)c1cccc2[nH]c(C(=O)NC3CCN(C(=O)C(F)(F)F)CC3)nc12,,7.080921907623926
gvk_15326865,O=Cc1c(N2CCNCC2)n(-c2ccc(F)cc2)c2ccccc12,,5.508638306165727
CHEMBL3895107,O=C(c1cc(Oc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CCC(F)(F)CC2)CC1,,7.886056647693163
gvk_122743972,CNCC(=O)Nc1cccc(Cn2c(=O)[nH]c(=O)c3ccccc32)c1,,6.35261702988538
gvk_125376000,CC1(c2cnn3c2[nH]c2cc(F)cc(C(N)=O)c23)CCN(CCC(F)(F)F)C1,<,9.0
CHEMBL3414766,CC(C)(CC(=O)Nc1cccc(C(N)=O)c1)C(=O)O,,5.026872146400301
gvk_15326847,O=Cc1c(N2CCNCC2)n(-c2cccc(F)c2)c2ccccc12,,5.6020599913279625
CHEMBL3763497,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccccc1,,8.585026652029182
gvk_15339229,CCc1cc2ccc(C(C#N)(CC)Cc3cccc(C#N)c3)cc2[nH]c1=O,,7.7
gvk_15347346,O=C1CNC(=O)c2cccc3[nH]cc1c23,,7.455931955649724
gvk_15341781,CO/N=C(\C(=O)NC1=CC2C(C=C1C)Nc1cc(C)c(/N=N/c3c(O)ccc4ccccc34)cc1N2c1ccccc1)c1csc(NC(=O)CCl)n1,>,4.698970004336019
